content,polarity,agreement
"Vuelve Pons! Después de casi un mes desaparecido, @gonzalezpons estará esta noche en @linternacope",P,AGREEMENT
"Sobre el libro de Camps: “La historia de Job que, tras perderlo todo, es repudiado por familiares y conciudadanos"" http://t.co/mGoDvedm",N,AGREEMENT
“@JoanMoraOficial: @David_Busta tanto llueve? o.o”EN MADRID NO PARA...,NONE,AGREEMENT
"“@karymonsse: @David_Busta david fechas para mexico existen?”DE MOMENTO NO, YA ME GUSTARIA... un BESAZO!!!",N,AGREEMENT
"Rajoy ensalza el papel ""clave"" de Manuel Fraga en la Transición http://t.co/BpURYztl",NONE,AGREEMENT
"El concurso del gran bulevar de Estepona, más cerca http://t.co/9RSaa1lz",P,AGREEMENT
Un mensaje en Facebook avisó de que el barco pasaría cerca de la isla http://t.co/n0MDhtKf,NONE,AGREEMENT
"Y retuiteo la mitad de los buenos que me llegan, por no agobiar. #notengoabuela",P,AGREEMENT
El eterno refugio de Fraga en Perbes - ABC.es http://t.co/DkngArLd via @abc_es,NONE,AGREEMENT
"“@LaraMcS:Sinceramente, la vi con mis amigas por ver algo. Salimos las cuatro temblando. Peliculón. Este me encanta!!!",P+,AGREEMENT
“@NewEconomyForum: El vídeo del FE-Tribuna Euskadi con la presidenta del Parlamento vasco http://t.co/JAlq5OQ6,NONE,AGREEMENT
"La frase del día: ""En la vida nada es para siempre"" Cuando a Rajoy le piden q garantice q no volverá a subir impuestos. No cierra la puerta",N,AGREEMENT
"gracias! “@InmaBenegasi: @PilarGGranja   Gracias por hacernos entender la economia ,muy buen articulo,bs”",P+,AGREEMENT
Muy clarificador !La insostenible casta parasitaria española http://t.co/Zf4hB5pD via @DiarioSigloXXI,N+,AGREEMENT
"El exministro de Aznar, Pío Cabanillas, hijo del histórico Pío Cabanillas Gallas, sobre Fraga: Un gallego como tú. http://t.co/xDE4PxbG",NONE,AGREEMENT
"Ya en Aerópolis, en Sevilla, a punto de empezar @hora25",NONE,AGREEMENT
Sarko comete el error de pensar q pq un periodista pregunta por algo que afecta negativamente a su país es antipatriota. A Zp tb le pasaba..,N,AGREEMENT
"En directo,los presidentes d @SevillaFC y @RBetisOficial con @zoidoalcalde.El derbi de #sevillahoy http://t.co/h52G1ni0",NONE,AGREEMENT
"Desde luego RT @jaimegtaboada: Mañana Toma de Posesión de @GarciaMartin_MA a las 11. buen amigo, Gran Político y trabajador infatigable",P+,AGREEMENT
Como va eso?;-),P,AGREEMENT
Me encanta como arregla Julio Reyes...  Hacemos un buen equipo.. Gran acierto trabajar con el para el nuevo disco.,P+,AGREEMENT
Buenas noches... Y que OS QUIEROOOOOOO!!! con toda mi alma;-)?,P+,AGREEMENT
Y si..... ella también estuvo allí! http://t.co/yEGq2z4B,NONE,AGREEMENT
El ultimo gran servicio por la concordia en Espana de don Manuel Fraga http://t.co/2K7GzXR1 vía @Semanaldigital,P,AGREEMENT
los instrumentos se suben por las paredes... http://t.co/DfOWZBUM,NONE,AGREEMENT
Buenos días. La sorprendente transmutación d Rajoy da un nuevo paso: apoya la Tasa financiera tras criticar a ZP cuando la propuso en la ONU,N,AGREEMENT
Bdías. ¿Os sorprende oir a Rajoy pedir una tasa sobre transacciones? A mi mucho. ¿Os sorprende ver a Garzón en el banquillo? A mi nada.,N,AGREEMENT
"Hoy el dia se presenta movido, y empieza con un juez en el banquillo por el 'caso Gurtel': justicia para todos?",NEU,DISAGREEMENT
Me voy a la concentración en el Supremo. Por la memoria y la justicia para todas las víctimas . Contra la corrupción. Por Garzón.,P+,AGREEMENT
"Libro por escribir: ""De te quiero un huevo, amiguito del alma, a eres un gilipollas"". Anatomía autonómica del pelotazo-pirotécnico español.",N,AGREEMENT
"Comisión de Cultura, Deportes y Juventud (@ Archivo Municipal) http://t.co/SSXvGYtR",NONE,AGREEMENT
"Garzón, hoy en el banquillo por las escuchas a abogados de Gürtel ¿Creéis que será condenado?",NEU,DISAGREEMENT
Lo único que se dirime desde hoy en el TS es si un juez debe respetar la ley. Es decir si se puede delinquir al perseguir delitos.,NEU,DISAGREEMENT
"Ja ""principios de ultraismo y solidaridad q presiden el sistema nacional de trasplantes # #MédulaÓsea",N+,AGREEMENT
Desprecio a las leyes..El TSJA anula la integración del personal de Egmasa en la agencia del enchufismo http://t.co/c3X2Sq0w via @elmundoes,N,AGREEMENT
"Los dos calcetines, en el techo,  me sacan la lengua! Voy a por una escoba.",NONE,AGREEMENT
"Gracias, Nuna, tú siempre estás ahí “@NunaLM: @pedroj_ramirez Sin duda alguna es un premio bien merecido. Enhorabuena.”",P+,AGREEMENT
Muy recomendable articulo de @Amartinbeaumont sobre Fraga en La Razón. ¿Una vuelta a su antigua casa o seguirá en La Gaceta?,P+,AGREEMENT
Entre esta semana y la que viene seguro que anunciaremos la gira acústica de México. besos.,P+,AGREEMENT
La red @ciudadesave nos va a enriquecer y complementar a todas las ciudades. Tenemos que buscar una oferta turística única.,P+,AGREEMENT
"""AVExperience,la red de ciudades AVE generará riqueza y empleo""#sevillahoy @zoidoalcalde en Madrid. http://t.co/cY73nlfS",P+,AGREEMENT
Hoy en el #Gabinete Garzón en el banquillo.“Gabilondo habla en su blog del juicio al magistrado en el Tribunal Supremo http://t.co/hSP0FJIG”,NONE,AGREEMENT
"Henando, PP, ""estoy convencido de que al final de la legislatura todos los españoles pagarán menos impuestos"" #Congreso",P,AGREEMENT
"Bueno pues a las 4 voy a conocer la #chatidieta , por si te apuntas @gemmadelcorral",P,AGREEMENT
Buenas tardes amig@s. En casa descansando después del entrenamiento de la mañana. Ya queda menos. Vamos Real..!!,P+,AGREEMENT
"@AlexdelaIglesia Pues es un poquito brasa, me gusto mucho mas #lachispadelavida",N,AGREEMENT
Recomiendo este artículo de sentido común sobre el techo de gasto dl catedrático F De Carreras  en @LaVanguardia http://t.co/c2o6ewFP,P,AGREEMENT
"El vascuence, un idioma que es parte de nuestra riqueza, que algunos aborrecen y otros patrimonializan. #Navarra",P,DISAGREEMENT
"Periódicos que se ponen estupendos con sus nuevas páginas de ""tecnología"" y al día siguiente llaman ""servicio telefónico"" a una app móvil.",N,AGREEMENT
"La buena colocación de letras del Tesoro demuestra: estaba descontada la rebaja de S&P, hay liquidez y el mercado vala las medidas de Rajoy",P+,AGREEMENT
"Apertura hoy en @13tv_AlDia : ""La resurrección d la Zeja"" al rescate d #Garzón ! las disparatadas argumentaciones en favor del superjuez",N,AGREEMENT
1 taza D cafe para empezar un buen dia de trabajo! 1 taza de cafe doble para un MUUUUUY buen dia de trabajo!,P+,AGREEMENT
La nueva mesa de la comisión de cultura  http://t.co/zmJnSSad,P,AGREEMENT
Gracias :-) RT @francarrillog: @ccifuentes Ayer me preguntaron por ti en este reportaje. Un saludo y ánimo con todo http://t.co/Akx8VzCb,P+,AGREEMENT
IU pide al Gobierno la suspensión de los embargos de vivienda habitual que afecten a parados http://t.co/RXAlRJcl #deshaucios,P,AGREEMENT
Por San Antón @pablo_roy nos presenta a Guarina http://t.co/lRjtOs3j,NONE,AGREEMENT
Sólo el miedo a la derrota electoral  del @psoe puede explicar de los alcaldes del Parlamento Andaluz #elcambioandaluz,N+,AGREEMENT
Curiosa imagen veremos mañana. El Ministro Cañete se reune con... María Teresa Fernández de la Vega.,NONE,AGREEMENT
"En días como hoy, con reportajes de mascotas por San Antón, me acuerdo mucho de mi perra Menorca http://t.co/tfg5PTlJ",NONE,AGREEMENT
Ya!,NONE,AGREEMENT
"Suerte a los que habéis escrito!Nos vemos el jueves en el pase de ""Jack y su gemela"" (o el viernes en los cines! ;) http://t.co/h7veFDjz",P+,AGREEMENT
No estoy casado “@manueldbonilla: se le puede llamar marqués consorte de Castelldosrius?”,NONE,AGREEMENT
"En @La_SER @garciapage dice q se presentará ""si llega al convencimiento de q las 2 opciones se anulan y son malas para el partido"".",NEU,AGREEMENT
He apoyado la petición Firma para que los maltratadores de animales vayan a prisión y tengan una condena - http://t.co/6AoX7LX1 @actuable,P,AGREEMENT
#DiccionarioMujerEspañol - jamas me enamoraría de un compañero de trabajo - el tío de enfrente me hace la hora coca-cola y me vuelvo loca,NEU,DISAGREEMENT
Con Adam Sandler (que al final no ha venido y me ha dejado solo para el estreno)#jackysugemela http://t.co/9TaK5sQd,NONE,AGREEMENT
Mandame una foto d tu vista!,NONE,AGREEMENT
Aprendiendo con los viejos maestros... http://t.co/9073tOTM,P,AGREEMENT
@javiercasqueiro @manusanchezg vosotros no dejéis de intentarlo!,P,AGREEMENT
"Un regalito.... Original, sencillo , creativo y precioso http://t.co/R6cFTt3A",P+,AGREEMENT
"“@dolo_cruz: acabo de ver ""la chispa""FABULOSA!!!que gran esfuerzo el de @JoseMotatv La peli ha sido brillante!!!Eres un GRANDE!” gracias!!",P+,AGREEMENT
RT @glaacosta: @paurubio es playa larga en Ixtapa Zihuatanejo!! http://t.co/JRwxDnkJ lov it...,NONE,AGREEMENT
Buenos días a todos! Así amanece Madrid: http://t.co/IyyFH86O,NONE,AGREEMENT
"Empieza la edición 32 de la Feria Iinternacional de Turismo, (FITUR).10.000m2 y un 4% mas de participantes. Asisten 162 países.",P,AGREEMENT
"Excandidato republicano, Huntsman, abandona x la forma tóxica del discurso político basada en la división y ataques personales y negativos.",N,AGREEMENT
Aaah! Que detrás del actual procesamiento a Garzón (escuchas) está el eventual sobreseimiento d parte del caso Gürtel? Aaah!,N,AGREEMENT
"Existen ya CCAA ""intervenidas"" con la Ley actual: no se les deja endeudarse salvo q cumplan Plan d Ajuste aprobado con Gobierno central.",N,DISAGREEMENT
"Recuerdo a Garzon ,bermejo,la fiscal,el poli de la judicial cazando gratis con Correa en el calabozo...",N,AGREEMENT
"Hoy en la portada de @20m, una manera diferente de contar el Real Madrid-Barça de esta noche http://t.co/pOfooJIx ¿Te gusta?",P,AGREEMENT
Buenos días,NONE,AGREEMENT
SOS en el cuerno de África. Hambruna !,N+,AGREEMENT
"RT @NicodeMig ""Ahora nuestras democracias tienen al enemigo dentro"": http://t.co/dQXzvOsJ vía @LaVanguardia",N,AGREEMENT
Los abogados del turno de oficio abandonan por el recorte salarial http://t.co/NK5h5Y0L,N+,AGREEMENT
Turno final para el consejero de la comunidad de Madrid...,NONE,AGREEMENT
"Día completito, completito...grabación de OFFS,coreografías (10 por lo menos), ensayen escena y ensayo general....#yeswespainISDIFFERENT !",NONE,AGREEMENT
"ALLÍ NOS VEMOS!!! Madrid,19 de enero: Acto de presentación del Aula de Liderazgo Público http://t.co/gMbBaXoY vía @masconsulting",NONE,AGREEMENT
"Ya está en el blog la entrevista que me publicó ayer El Siglo ""Cambio y unidad"" @_Rubalcaba_ http://t.co/zCbErSdn #Rubalcaba38",NONE,AGREEMENT
"En Cataluña prohíben a los médicos atender en castellano y mossos y funcionarios sacan banderas españolas""pq la provocación funciona"".Q país",N,AGREEMENT
"Hoy a las 6, cita con RbCb en el Hotel Puerta Tierra de Cadiz. Anoche en Badajoz. Este es el resumen del acto http://t.co/1quoHGJp",NONE,AGREEMENT
"Mas argumenta que el presidente dl ICS puede ser vice-pres d USP hospitales porque no cobra dl ICS.Cobra + que l rey en Innova Reus,300.000€",NONE,AGREEMENT
Como? esto que es? Los sindicatos tienen en plena crisis 9.000 tarjetas de crédito para pagar sus gastos http://t.co/GaJVqgoH,N+,AGREEMENT
Cuando el FBI reproduce una parte de mi rostro en el cartel del terrorista más buscado y le pone precio a su-mi  cabeza os echáis unas risas,N,AGREEMENT
#Rajoy sale del mausoleo Real tras hacer la ofrenda floral ante la tumba dde Hassan II y Mohamed V http://t.co/CtCxCHcU,P,AGREEMENT
Me encantan estos ratos mañaneros en los que paro a tomar un te y leer el periodico tranquilamente =),P+,AGREEMENT
"Pregunta: para darse d baja d un servicio d telefonía, x ley es obligatorio q te la tramiten d la misma manera q el alta? Cc @movistarpro_es",N,AGREEMENT
En el stand de @Huelvaturismo: un oferta de luz y sabor.,P,AGREEMENT
"Rossy de Palma y Alaska, en busca de la polémica http://t.co/Fq6dVNOv",N,AGREEMENT
Montoro quiere q los malos gestores públicos vayan a la cárcel ¿Q delito se les imputará? ¿Malversación? ¿Falsedad? ¿O serán sólo palabras?,P,DISAGREEMENT
Pero no luchaban por la cultura libre? 10 mill de euros! “@amanda_mars: Los fundadores de SeriesYonkis venden el portal http://t.co/TRrRdXq1,N+,AGREEMENT
"A las 3 en @A3noticias, el gobierno exigirá “responsabilidades penales” a los gobernantes que gasten más de lo presupuestado",P,AGREEMENT
"#Extremadura La Fiscalía también pidió parar las obras, leído en El Periódico Extremadura http://t.co/5LFXMI5O",NONE,AGREEMENT
Continúa el PP  pasando factura: primero con la cifra de déficit y hoy con un juicio simbólico a los políticos. JUICIO REAL  A  CORRUPTOS.,N+,AGREEMENT
"Feijóo: «Cuando gané la Xunta, lo único que me pidió Fraga era que me casase» - ABC.es http://t.co/dTRlVLVa via @abc_es",NONE,AGREEMENT
The Times reconoce que no puede ser ajeno a la edición social http://t.co/LbXDqrlu para llegar al público inteligente http://t.co/2gAIu1Jy,P,AGREEMENT
"Hay más declaraciones de renta de diputados. En la remesa de hoy: Jesús Caicedo: alcalde, empresario y diputado http://t.co/U0smXKQE",NONE,AGREEMENT
En breve visito el stand de #CLM en FITUR donde nuestra región está representada,NONE,AGREEMENT
"Rajoy dice que se abre ""una nueva etapa reforzando las relaciones de amistad y de buena vecindad"" con Marruecos.",P+,AGREEMENT
"Hagamos entre todos #mássocialismo, más igualdad, más participación.",P+,AGREEMENT
"Emotivo el email que me acaba de llegar desde Facebook: ""Tus amigos quieren que vuelvas"". #esoyamelodiranellos",P,AGREEMENT
"Me acabo de enterar de que el abogado de #Garzón es el que defendió a Campanario, y luego dicen de Peláez!!",NONE,AGREEMENT
"En relación a Marruecos nada nuevo bajo el sol, aunque con viento de poniente. Del Sáhara ni palabra. Más de lo mismo.",NONE,AGREEMENT
"""un partido de mayorías, intergeneracional: jóvenes, clave, sí...pero estamos perdiendo el apoyo de los mayores"" @_Rubalcaba #massocialismo",NEU,DISAGREEMENT
Dos horas de clase sobre proliferation. Cason practico Iran  Alumnos de mas de 15 países 4 continentes. Muy interesante para mi. @ESADEgeo,P+,AGREEMENT
"Alfredo todo mi apoyo. “@_Rubalcaba_Quiero1@PSOE de mayorías, defendiendo a los más desfavorecidos y a la clase media; de jóvenes y mayores",P+,AGREEMENT
Acabo de verla en este instante en el Real “@rascal948: @pedroj_ una sugerencia Una entrevista EM a Elena Salgado. Donde esta???”,NONE,AGREEMENT
Buena intervención d @jordi_canyas en #Parlament defendiendo nuestra enmienda a l subida d impuestos a clases medias d CIU-PP #pepevergencia,P,DISAGREEMENT
"Ya en la #vespertina de #ePeriódico, artículo de Antoni Gutiérrez Rubí (@antonigr) sobre la huelga de Internet.www.e-periodico.es",NONE,AGREEMENT
"RT @ostwitting: el pacto encubierto entre CiU-PP en Mataro ha sido bochornoso,PP despechado publica pacto en diario local #politica #mataro",N+,AGREEMENT
Que alguien me cuente qué pasa en el Bernabéu!!! Que no puedo verlo!!!,N,AGREEMENT
Era fuera de juego!!!! Yo creo q este arbitro es triguillo ...,N,AGREEMENT
Aquí esta ya listo el yoghurt con mijititillas casero ;-) @mariarojo82 #chatidieta,P,AGREEMENT
Que he llegado a tiempo para verla ;-))) (watching Downton Abbey) http://t.co/NbbSq00t,P+,AGREEMENT
Por qué? Por qué? Por qué? Por qué? #Pepebotadeoro,NONE,AGREEMENT
"Esta noche en @59_segundos, interesante análisis de @jitorreblanca sobre Europa y debate sobre gasto público, Garzón, Fraga...",NEU,AGREEMENT
Bueno.... Muy rica la carne,P+,AGREEMENT
Long day!Photo sessions! Dia largo. Sesiones de fotos. http://t.co/lwgHwc6H,NEU,AGREEMENT
Primer paso de la eliminatoria. Faltan 90 min para conseguir el objetivo con nuestra gente. Ahora a descansar y a... http://t.co/2ZI3E3UQ,P,DISAGREEMENT
"El que firma es abogado y exdiputado del PP: Cacería judicial, por Jorge Trías Sagnier http://t.co/XL4ztVLV",NONE,AGREEMENT
"Gran partido, grande hermanoooo!!!!! http://t.co/0eY5v8Di",P+,AGREEMENT
"""Ni a patadas"", nuestra conclusión acerca de la enésima victoria #FCBarcelona en el Bernabéu. http://t.co/PxXGAQxx#portadaEPC",NONE,AGREEMENT
Una reunión te arregla un día... Pero sólo por un rato.,P,DISAGREEMENT
"Puede ser un héroe tanto el que triunfa como el que sucumbe, pero jamás el que abandona el combate. Tomas Carlyle",NEU,AGREEMENT
"Hoy promocionando ""Jack y su gemela"" he tenido un día poco tuitero... http://t.co/Q7SJN15Y",NONE,AGREEMENT
"Dos nominaciones a los Goya, una dirección sencillamente magistral#lachispadelavida http://t.co/A6b7LQgX",P+,AGREEMENT
Tecleando tecleando... Buenos días....,NONE,AGREEMENT
Dentro de muy poco en @ABCPuntoRadio con @melchormiralles (lo llevo).,NONE,AGREEMENT
Portada El País http://t.co/fopE5fCM ...,NONE,AGREEMENT
Portada La Razón http://t.co/wTaUVPrN ...,NONE,AGREEMENT
Portada La Gaceta http://t.co/MNVQmXfd ...,NONE,AGREEMENT
Montoro propone responsabilidad penal a futuro y por incumplir  déficit. Es decir no comprar gasas en el hospital so pena de cárcel.,NEU,DISAGREEMENT
La radio pública cumple 75 años. Enhorabuena a toda la gente que la hace posible. Es más necesaria que nunca. #75añosRNE @EDCHrne,P+,AGREEMENT
Qué susto tiene la izquierda con la posibilidad de ir a la cárcel si malgastan y despilfarran el dinero de nuestros impuestos!,N,AGREEMENT
Corrijo....89 millones de toneladas de comida es lo que tiramos en Europa. Perdón.,N+,AGREEMENT
"#BastaYa : Un hombre mata a puñaladas a su ex mujer en Jaén y se entrega a la Guardia Civil"" http://t.co/hoKyVOyG via @elmundoes",N+,AGREEMENT
@javiersolana expresa su apoyo a @_Rubalcaba_ para ser el próximo líder del PSOE  @el_pais http://t.co/94h0exrR,P,AGREEMENT
diariosur.es: Una peluquería 2.0 http://t.co/GCmVcC6l,NONE,AGREEMENT
